Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-02-16 00:00:00-05:00,0.0,0.05369766043964144,0.049612224269666716,0.05194675922393799,940636800,0.0,0.0
1990-02-20 00:00:00-05:00,0.0,0.05369765684008598,0.05019585464341801,0.05369765684008598,151862400,0.0,0.0
1990-02-21 00:00:00-05:00,0.0,0.05311400037669252,0.05077946657946377,0.05253036692738533,70531200,0.0,0.0
1990-02-22 00:00:00-05:00,0.0,0.054864916459080613,0.053114015609025955,0.053114015609025955,45216000,0.0,0.0
1990-02-23 00:00:00-05:00,0.0,0.05369765547584598,0.052530388106612196,0.05282220244407654,44697600,0.0,0.0
1990-02-26 00:00:00-05:00,0.0,0.0536976681850461,0.051363132894039154,0.051363132894039154,26928000,0.0,0.0
1990-02-27 00:00:00-05:00,0.0,0.05340581459650302,0.05136310002877096,0.05253036692738533,25574400,0.0,0.0
1990-02-28 00:00:00-05:00,0.0,0.05544855041039908,0.05253038230936342,0.05428128316998482,67968000,0.0,0.0
1990-03-01 00:00:00-05:00,0.0,0.05486492423897531,0.05369765684008598,0.05369765684008598,28425600,0.0,0.0
1990-03-02 00:00:00-05:00,0.0,0.05486491679019195,0.05369764954977768,0.05428128316998482,8438400,0.0,0.0
1990-03-05 00:00:00-05:00,0.0,0.05486492423897531,0.05369765684008598,0.05369765684008598,2419200,0.0,0.0
1990-03-06 00:00:00-05:00,0.0,0.05486492423897531,0.05311402314064132,0.05369765684008598,23904000,0.0,0.0
1990-03-07 00:00:00-05:00,0.0,0.0536976338259997,0.05194673347807815,0.05253036692738533,18172800,0.0,0.0
1990-03-08 00:00:00-05:00,0.0,0.053114026701073624,0.05194675922393799,0.05194675922393799,33523200,0.0,0.0
1990-03-09 00:00:00-05:00,0.0,0.052530392962505806,0.05194675922393799,0.05194675922393799,11145600,0.0,0.0
1990-03-12 00:00:00-05:00,0.0,0.05369764922571084,0.051946748375656174,0.053114015609025955,20304000,0.0,0.0
1990-03-13 00:00:00-05:00,0.0,0.056032184194288355,0.053114016084728086,0.05486491695046425,53020800,0.0,0.0
1990-03-14 00:00:00-05:00,0.0,0.06128556645971466,0.054864924443637136,0.06070193275809288,87350400,0.0,0.0
1990-03-15 00:00:00-05:00,0.0,0.06070191669019984,0.05719944410934123,0.05778374895453453,38620800,0.0,0.0
1990-03-16 00:00:00-05:00,0.0,0.05895102024078369,0.05778375306351368,0.05895102024078369,19929600,0.0,0.0
1990-03-19 00:00:00-05:00,0.0,0.06128556645971466,0.05719945925012426,0.06070193275809288,43027200,0.0,0.0
1990-03-20 00:00:00-05:00,0.0,0.06128556238235015,0.05544855445623398,0.05544855445623398,43228800,0.0,0.0
1990-03-21 00:00:00-05:00,0.0,0.05719944795895793,0.05544854719972025,0.05603218078613281,19900800,0.0,0.0
