Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054692841490778465,0.06273597896918982,0.054692841490778465,0.06005452200770378,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06005453976963583,0.06327216573447024,0.06005453976963583,0.06219921261072159,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06219923948685716,0.06380836151617486,0.06219923948685716,0.06327219307422638,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06327216404498849,0.06380833224094326,0.06112687455798008,0.06166304275393486,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.061663046955925255,0.06219921518841688,0.06005454225845037,0.060590710490942,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060590690177637165,0.060590690177637165,0.05844601796668178,0.058982186019420624,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.058982218752853956,0.06005455545344764,0.05630137700136973,0.057373713701963425,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05737368605567232,0.05737368605567232,0.055229013687924496,0.05576518177986145,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.055765207173005496,0.0568375438451767,0.055229038836919896,0.0568375438451767,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05683752654513036,0.05898219923668333,0.056301358372242115,0.05844603106379509,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05844603437091481,0.059518370777368546,0.05844603437091481,0.059518370777368546,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.059518354072159475,0.059518354072159475,0.057909849913942935,0.058982186019420624,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05898219923668333,0.05898219923668333,0.05844603106379509,0.05844603106379509,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05844601796668178,0.06005452212489832,0.05844601796668178,0.058982186019420624,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059518370777368546,0.061126875387049154,0.059518370777368546,0.059518370777368546,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059518370777368546,0.060054538980595415,0.059518370777368546,0.059518370777368546,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.059518367409571574,0.060054535582459816,0.0573736947180186,0.05844603106379509,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.05844601796668178,0.06005452212489832,0.05844601796668178,0.058982186019420624,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05898218590431872,0.06059069005939631,0.05898218590431872,0.06005452200770378,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.06005454225845037,0.06112687872343363,0.058982205793467114,0.060590710490942,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06112687455798008,0.06273599584903372,0.06112687455798008,0.06166304275393486,17222400,0.0,0.0
